CIP13,NOM COURT
3400921921793,PRAVASTATINE EVOLUGEN 20 MG CPR SEC 84
3400921921915,PRAVASTATINE EVOLUGEN 40 MG CPR 28
3400921922226,PRAVASTATINE EVOLUGEN 40 MG CPR 84
3400921922516,XARELTO 15 MG CPR 14
3400921922684,XARELTO 15 MG CPR 28
3400921922745,XARELTO 15 MG CPR 42
3400921922974,XARELTO 20 MG CPR 14
3400921923056,XARELTO 20 MG CPR 28
3400921923285,LEVETIRACETAM ACTAVIS 250 MG CPR 60
3400921923346,LEVETIRACETAM ACTAVIS 500 MG CPR 60
3400921923407,LEVETIRACETAM ACTAVIS 1000 MG CPR 60
3400921924527,TELMISARTAN EG 40 MG CPR 30
3400921924695,TELMISARTAN EG 40 MG CPR 90
3400921924756,TELMISARTAN EG 80 MG CPR 30
3400921924817,TELMISARTAN EG 80 MG CPR 90
3400921924985,INCIVO 375 MG CPR 42
3400921925647,LEVETIRACETAM SANDOZ 250 MG CPR SEC 60
3400921926767,LEVETIRACETAM SANDOZ 500 MG CPR SEC 60
3400921927719,LEVETIRACETAM SANDOZ 1000 MG CPR SEC 60
3400921927948,ESOMEPRAZOLE PHR 40 MG GELULE GASTRORESISTANTE 14
3400921928020,ESOMEPRAZOLE PHR 40 MG GELULE GASTRORESISTANTE 28
3400921928198,ESOMEPRAZOLE PHR 20 MG GELULE GASTRORESISTANTE 7
3400921928259,ESOMEPRAZOLE PHR 20 MG GELULE GASTRORESISTANTE 14
3400921928310,ESOMEPRAZOLE PHR 20 MG GELULE GASTRORESISTANTE 28
3400921931211,DELURSAN 500 MG CPR SEC 60
3400921937534,"LATANOPROST SANDOZ 50 MCG/ML COLLYRE FL 1/2,5 ML"
3400921937763,"LATANOPROST SANDOZ 50 MCG/ML COLLYRE FL 3/2,5 ML"
3400921938074,LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 MG/25 MG CPR 30
3400921938364,LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 MG/25 MG CPR 90
3400921938593,"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 50 MG/12,5 MG CPR 30"
3400921938715,"LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 50 MG/12,5 MG CPR 90"
3400921938883,RISEDRONATE PHR LAB 35 MG CPR 4
3400921938944,RISEDRONATE PHR LAB 35 MG CPR 12
3400921939255,LEVETIRACETAM SANDOZ 100 MG/ML SOL BUV 1/300 ML
3400921939484,FERINJECT 50 MG/ML SOL INJ PERF FL 2/10 ML
3400921939545,FAMPYRA 10 MG CPR 28
3400921939606,FAMPYRA 10 MG CPR 56
3400921939835,"NICOPASS 1,5MG PAST REGL SS SUCRE 144"
3400921940206,RISEDRONATE ALTER 35 MG CPR 4
3400921940435,RISEDRONATE ALTER 35 MG CPR 12
3400921941784,PARACETAMOL TEVA 500 MG GELULE 16
3400921942156,PARACETAMOL CRISTERS 500 MG GELULE 16
3400921943856,"LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 MG/12,5 MG CPR 30"
3400921944167,"LOSARTAN/HYDROCHLOROTHIAZIDE EG 100 MG/12,5 MG CPR 90"
3400921944457,"RIVASTIGMINE BIOGARAN 1,5 MG GELULE 56"
3400921944747,RIVASTIGMINE BIOGARAN 3 MG GELULE 56
3400921945058,"RIVASTIGMINE BIOGARAN 4,5 MG GELULE 56"
3400921945409,RIVASTIGMINE BIOGARAN 6 MG GELULE 56
3400921946697,INTELENCE 200 MG CPR 60
3400921947298,EDURANT 25 MG CPR 30
3400921947359,EVIPLERA 200 MG/25 MG/245 MG CPR 30
3400921947588,"VOTUBIA 2,5 MG CPR 30"
3400921947649,VOTUBIA 5 MG CPR 30
3400921947700,VOTUBIA 10 MG CPR 30
3400921957754,BICALUTAMIDE ZYDUS 50 MG CPR 30
3400921959536,DORZOLAMIDE/TIMOLOL EG 20 MG/5 MG/ML COLLYRE FL 1/5 ML
3400921960136,ALLOPURINOL ISOMED 100 MG CPR 28
3400921960594,ALLOPURINOL ISOMED 200 MG CPR 28
3400921960716,ALLOPURINOL ISOMED 300 MG CPR 28
3400921961256,PRAVASTATINE EG 10 MG CPR SEC 28
3400921962086,DONEPEZIL ACTAVIS 5 MG CPR 28
3400921963038,DONEPEZIL ACTAVIS 10 MG CPR 28
3400921963328,DONEPEZIL ACTAVIS 10 MG CPR 28
3400921963908,DONEPEZIL EVOLUGEN 5 MG CPR 28
3400921964509,DONEPEZIL EVOLUGEN 10 MG CPR 28
3400921965919,LAMOTRIGINE ARROW LAB 25 MG CPR DISP 30
3400921966688,LAMOTRIGINE ARROW LAB 50 MG CPR DISP 30
3400921967289,LAMOTRIGINE ARROW LAB 100 MG CPR DISP 30
3400921967920,LAMOTRIGINE ARROW LAB 200 MG CPR DISP 30
3400921968170,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 10 MG/6,25 MG CPR 30"
3400921968521,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 10 MG/6,25 MG CPR 90"
3400921968699,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 5 MG/6,25 MG CPR 30"
3400921968989,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 5 MG/6,25 MG CPR 90"
3400921969122,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 2,5 MG/6,25 MG CPR 30"
3400921969412,"BISOPROLOL/HYDROCHLOROTHIAZIDE CRISTERS 2,5 MG/6,25 MG CPR 90"
3400921969641,"BISOPROLOL/HYDROCHLOROTHIAZIDE EVOLUGEN 10 MG/6,25 MG CPR 30"
3400921970012,"BISOPROLOL/HYDROCHLOROTHIAZIDE EVOLUGEN 5 MG/6,25 MG CPR 30"
3400921971361,GALANTAMINE ZENTIVA LAB 24 MG GELULE 28
3400921971590,GALANTAMINE ZENTIVA LAB 16 MG GELULE 28
3400921971880,GALANTAMINE ZENTIVA LAB 8 MG GELULE 28
3400921972542,RIZATRIPTAN MYLAN 10 MG CPR DISP 6
3400921972603,RIZATRIPTAN MYLAN 10 MG CPR DISP 12
3400921974492,"ZOLMITRIPTAN MYLAN 2,5 MG CPR DISP 6"
3400921974782,"ZOLMITRIPTAN MYLAN 2,5 MG CPR DISP 12"
3400921975673,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/12,5 MG CPR 30"
3400921976045,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/12,5 MG CPR 90"
3400921977516,"LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 MG/12,5 MG CPR 30"
3400921977806,"LOSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 100 MG/12,5 MG CPR 90"
3400921979237,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/12,5 MG CPR 30"
3400921979695,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/12,5 MG CPR 90"
3400921980127,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/12,5 MG CPR 30"
3400921980417,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/12,5 MG CPR 90"
3400921980936,"LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 MG/12,5 MG CPR 30"
3400921981247,"LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 MG/12,5 MG CPR 90"
3400921982596,"ZOLMITRIPTAN MYLAN 2,5 MG CPR 6"
3400921982657,"ZOLMITRIPTAN MYLAN 2,5 MG CPR 12"
3400921988222,LEVETIRACETAM ACCORD 250 MG CPR 60
3400921988741,LEVETIRACETAM ACCORD 500 MG CPR 60
3400921989861,LEVETIRACETAM ACCORD 1000 MG CPR 60
3400921992304,RABEPRAZOLE ISOMED 10 MG CPR GASTRORESISTANT 14
3400921992823,RABEPRAZOLE ISOMED 10 MG CPR GASTRORESISTANT 28
3400921993653,RABEPRAZOLE ISOMED 20 MG CPR GASTRORESISTANT 14
3400921994025,RABEPRAZOLE ISOMED 20 MG CPR GASTRORESISTANT 28
3400921994773,RABEPRAZOLE PHR LAB 10 MG CPR GASTRORESISTANT 28
3400921995954,RABEPRAZOLE PHR LAB 20 MG CPR GASTRORESISTANT 28
3400921997156,"PRAMIPEXOLE ACCORD 0,18 MG CPR SEC 30"
3400921997385,"PRAMIPEXOLE ACCORD 0,7 MG CPR SEC 30"
3400921998627,LANZOPRAZOLE MYLAN PHARMA 15 MG GELULE GASTRORESISTANTE 30
3400922000459,LANSOPRAZOLE MYLAN PHARMA 30 MG GELULE GASTRORESISTANTE 14
3400922000510,LANSOPRAZOLE MYLAN PHARMA 30 MG GELULE GASTRORESISTANTE 28
3400922007892,"KOMBOGLYZE 2,5 MG/1000 MG CPR 60"
3400922007953,"KOMBOGLYZE 2,5 MG/1000 MG CPR 60"
3400922008844,RILUZOLE MYLAN 50 MG CPR 56
3400922009964,GALANTAMINE BIOGARAN LP 24 MG GELULE 28
3400922010106,GALANTAMINE ARROW LP 24 MG GELULE 28
3400922010335,GALANTAMINE CRISTERS LP 16 MG GELULE 28
3400922010625,GALANTAMINE ZYDUS LP 24 MG GELULE 28
3400922011165,GALANTAMINE BIOGARAN LP 16 MG GELULE 28
3400922011455,GALANTAMINE CRISTERS LP 8 MG GELULE 28
3400922011684,GALANTAMINE ZYDUS LP 16 MG GELULE 28
3400922011806,GALANTAMINE ARROW LP 16 MG GELULE 28
3400922012575,GALANTAMINE CRISTERS LP 24 MG GELULE 28
3400922012865,GALANTAMINE ARROW LP 8 MG GELULE 28
3400922013527,GALANTAMINE ZYDUS LP 8 MG GELULE 28
3400922013985,GALANTAMINE BIOGARAN LP 8 MG GELULE 28
3400922015767,CANDESARTAN EG 4 MG CPR SEC 30
3400922016078,CANDESARTAN EG 4 MG CPR SEC 90
3400922016887,CANDESARTAN EG 8 MG CPR SEC 30
3400922017198,CANDESARTAN EG 8 MG CPR SEC 90
3400922018720,CANDESARTAN EG 16 MG CPR SEC 30
3400922019031,CANDESARTAN EG 16 MG CPR SEC 90
3400922020389,CANDESARTAN EG 32 MG CPR SEC 30
3400922026473,LEVOFLOXACINE ISOMED 500 MG CPR SEC 5
3400922028026,STRUCTOCAL VITAMINE D3 1000 MG/880 UI CPR 30
3400922028484,"PHOCYTAN 0,66 MMOL/ML SOL INJ PERF AMP 10/10 ML"
3400922030616,LEVETIRACETAM ARROW 500 MG CPR 60
3400922031217,LEVETIRACETAM ARROW 250 MG CPR 60
3400922031965,"NICOPASS 1,5MG PAST MENT F SS SUCRE 144"
3400922032108,GABAPENTINE SANDOZ 600 MG CPR 90
3400922032337,GABAPENTINE SANDOZ 800 MG CPR 90
3400922032856,BETAHISTINE ACCORD 8 MG CPR 30
3400922033167,CITALOPRAM BIOGARAN 20 MG CPR SEC 28
3400922033396,LOVAPHARM 30 MCG/150 MG Gé CPR 21
3400922033457,LOVAPHARM 30 MCG/150 MG Gé CPR 63
3400922033747,ESOMEPRAZOLE ZYDUS 20 MG GELULE GASTRORESISTANTE 7
3400922033808,ESOMEPRAZOLE ZYDUS 20 MG GELULE GASTRORESISTANTE 14
3400922033976,ESOMEPRAZOLE ZYDUS 20 MG GELULE GASTRORESISTANTE 28
3400922034287,ESOMEPRAZOLE ZYDUS 40 MG GELULE GASTRORESISTANTE 14
3400922034348,ESOMEPRAZOLE ZYDUS 40 MG GELULE GASTRORESISTANTE 28
3400922035987,ESOMEPRAZOLE CRISTERS 20 MG GELULE GASTRORESISTANTE 14
3400922036069,ESOMEPRAZOLE CRISTERS 20 MG GELULE GASTRORESISTANTE 28
3400922036298,ESOMEPRAZOLE CRISTERS 40 MG GELULE GASTRORESISTANTE 14
3400922036359,ESOMEPRAZOLE CRISTERS 40 MG GELULE GASTRORESISTANTE 28
3400922037240,ESOMEPRAZOLE ACTAVIS 20 MG GELULE GASTRORESISTANTE 7
3400922037301,ESOMEPRAZOLE ACTAVIS 20 MG GELULE GASTRORESISTANTE 14
3400922037479,ESOMEPRAZOLE ACTAVIS 20 MG GELULE GASTRORESISTANTE 28
3400922037530,ESOMEPRAZOLE ACTAVIS 40 MG GELULE GASTRORESISTANTE 14
3400922037769,ESOMEPRAZOLE ACTAVIS 40 MG GELULE GASTRORESISTANTE 28
3400922037820,ESOMEPRAZOLE ACTAVIS 40 MG GELULE GASTRORESISTANTE 28
3400922042381,DONEPEZIL SANDOZ 5 MG CPR DISP 28
3400922043272,DONEPEZIL SANDOZ 10 MG CPR DISP 28
3400922045283,"LOSARTAN/HYDROCHLOROTHIAZIDE RATIO 100 MG/12,5 MG CPR 30"
3400922045573,"LOSARTAN/HYDROCHLOROTHIAZIDE RATIO 100 MG/12,5 MG CPR 90"
3400922050195,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 150 MG/12,5 MG CPR 30"
3400922050775,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 150 MG/12,5 MG CPR 90"
3400922054629,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 MG/12,5 MG CPR 30"
3400922055398,"IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 MG/12,5 MG CPR 90"
3400922056050,IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 MG/25 MG CPR 30
3400922056630,IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 MG/25 MG CPR 90
3400922060941,MONTELUKAST RANBAXY 10 MG CPR 28
3400922061313,MONTELUKAST RANBAXY 5 MG CPR 28
3400922062723,GLIMEPIRIDE EVOLUGEN 1 MG CPR 30
3400922063034,GLIMEPIRIDE EVOLUGEN 1 MG CPR 90
3400922063492,GLIMEPIRIDE EVOLUGEN 2 MG CPR 30
3400922063782,GLIMEPIRIDE EVOLUGEN 2 MG CPR 90
3400922064093,GLIMEPIRIDE EVOLUGEN 3 MG CPR 30
3400922064444,GLIMEPIRIDE EVOLUGEN 3 MG CPR 90
3400922065274,GLIMEPIRIDE EVOLUGEN 4 MG CPR 30
3400922065625,GLIMEPIRIDE EVOLUGEN 4 MG CPR 90
3400922066806,CAPRELSA 100 MG CPR 30
3400922066974,CAPRELSA 300 MG CPR 30
3400922069067,TAMIFLU 6 MG/ML SUSP BUV 1/13 G
3400922069128,INOVELON 40 MG/ML SUSP BUV 1/460 ML
3400922070186,"NARATRIPTAN ACTAVIS 2,5 MG CPR 12"
3400922070476,"NARATRIPTAN ACTAVIS 2,5 MG CPR 6"
3400922070537,"NARATRIPTAN ACTAVIS 2,5 MG CPR 12"
3400922079004,OLANZAPINE ARROW 5 MG CPR 28
3400922082363,RISEDRONATE RATIOPHARM 75 MG CPR 2
3400922082592,RISEDRONATE RATIOPHARM 75 MG CPR 6
3400922083544,MOXIFLOXACINE SANDOZ 400 MG CPR 5
3400922083605,MOXIFLOXACINE SANDOZ 400 MG CPR 7
3400922084893,LEFLUNOMIDE MYLAN 10 MG CPR 30
3400922085265,LEFLUNOMIDE MYLAN 20 MG CPR 30
3400922085845,MIRTAZAPINE ZYDUS 15 MG CPR 30
3400922086385,MILNACIPRAN BIOGARAN 50 MG GELULE 56
3400922086736,ACETYLLEUCINE TEVA 500 MG CPR 30
3400922086965,MELDASPIN Gé 850 MG CPR 30
3400922087337,CEFUROXIME BGR 250 MG CPR 8
3400922087566,ZELBORAF 240 MG CPR 56
3400922090009,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 8 MG/12,5 MG CPR 30"
3400922090467,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 8 MG/12,5 MG CPR 90"
3400922090818,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 16 MG/12,5 MG CPR 30"
3400922091129,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 16 MG/12,5 MG CPR 90"
3400922091297,DORZOLAMIDE/TIMOLOL BIOGARAN 20 MG/5 MG/ML COLLYRE FL 1/5 ML
3400922091877,DONEPEZIL ACTAVIS 10 MG CPR DISP 28
3400922092188,DONEPEZIL ACTAVIS 5 MG CPR DISP 28
3400922092829,"BUDESONIDE MYLAN 0,50 MG/2 ML SUSP INHAL 20"
3400922092997,BUDESONIDE MYLAN 1 MG/2 ML SUSP INHAL 20
3400922094311,DESLORATADINE ACTAVIS 5 MG CPR 14
3400922094489,DESLORATADINE ACTAVIS 5 MG CPR 30
3400922094779,VALSARTAN ZYDUS 40 MG CPR SEC 30
3400922094830,VALSARTAN ZYDUS 40 MG CPR SEC 90
3400922095080,VALSARTAN ZYDUS 80 MG CPR 30
3400922095141,VALSARTAN ZYDUS 80 MG CPR 90
3400922095202,VALSARTAN ZYDUS 160 MG CPR 30
3400922095370,VALSARTAN ZYDUS 160 MG CPR 90
3400922095431,PANTOPRAZOLE TEVA SANTE 40 MG SOL INJ FL 1
3400922095950,"TRAMADOL/PARACETAMOL EG 37,5 MG/325 MG CPR 20"
3400922096032,"TRAMADOL/PARACETAMOL BIOGARAN 37,5 MG/325 MG CPR 20"
3400922096261,"TRAMADOL/PARACETAMOL SANDOZ 37,5 MG/325 MG CPR 20"
3400922096322,"TRAMADOL/PARACETAMOL ZENTIVA 37,5 MG/325 MG CPR 20"
3400922097152,DESLORATADINE EG 5 MG CPR 15
3400922097381,DESLORATADINE EG 5 MG CPR 30
3400922099224,DESLORATADINE RANBAXY 5 MG CPR 15
3400922099682,DESLORATADINE RANBAXY 5 MG CPR 30
3400922099972,OLANZAPINE EVOLUGEN 5 MG CPR DISP 28
3400922100494,OLANZAPINE EVOLUGEN 10 MG CPR DISP 28
3400922100906,LERCANIDIPINE TEVA SANTE 10 MG CPR SEC 30
3400922101385,LERCANIDIPINE TEVA SANTE 10 MG CPR SEC 90
3400922102856,LERCANIDIPINE TEVA SANTE 20 MG CPR 30
3400922103396,LERCANIDIPINE TEVA SANTE 20 MG CPR 90
3400922104638,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 8 MG/12,5 MG CPR 30"
3400922104928,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 8 MG/12,5 MG CPR 90"
3400922105239,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 16 MG/12,5 MG CPR 30"
3400922105529,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO 16 MG/12,5 MG CPR 90"
3400922108421,"BUCCOLAM 2,5 MG SOL BUCCALE 4/0,5 ML"
3400922108599,BUCCOLAM 5 MG SOL BUCCALE 4/1 ML
3400922108650,"BUCCOLAM 7,5 MG SOL BUCCALE 4/1,5 ML"
3400922108711,BUCCOLAM 10 MG SOL BUCCALE 4/2 ML
3400922109480,GALANTAMINE MYLAN LP 8 MG GELULE 28
3400922110370,GALANTAMINE MYLAN LP 16 MG GELULE 28
3400922110721,RALOXIFENE SANDOZ 60 MG CPR 28
3400922110950,RALOXIFENE SANDOZ 60 MG CPR 84
3400922111841,GALANTAMINE MYLAN LP 24 MG GELULE 28
3400922115344,CANDESARTAN ARROW 4 MG CPR SEC 30
3400922115924,CANDESARTAN ARROW 4 MG CPR SEC 90
3400922116693,CANDESARTAN ARROW 8 MG CPR SEC 30
3400922117126,CANDESARTAN ARROW 8 MG CPR SEC 90
3400922117706,CANDESARTAN ARROW 16 MG CPR SEC 30
3400922118246,CANDESARTAN ARROW 16 MG CPR SEC 90
3400922118994,CANDESARTAN ARROW 32 MG CPR SEC 30
3400922119717,ATORVASTATINE ARROW LAB 10 MG CPR 90
3400922119885,ATORVASTATINE ARROW LAB 20 MG CPR 90
3400922119946,ATORVASTATINE ARROW LAB 40 MG CPR 90
3400922123097,SIMVASTATINE TEVA CLASSICS 20 MG CPR 30
3400922123448,SIMVASTATINE TEVA CLASSICS 20 MG CPR 90
3400922124049,SIMVASTATINE TEVA CLASSICS 10 MG CPR 30
3400922125459,"LATANOPROST PFIZER 50 MCG/ML COLLYRE FL 1/2,5 ML"
3400922125510,"LATANOPROST PFIZER 50 MCG/ML COLLYRE FL 3/2,5 ML"
3400922125749,SIMVASTATINE TEVA CLASSICS 40 MG CPR 90
3400922132204,"TAMSULOSINE SANDOZ LP 0,4 MG CPR 30"
3400922132952,"TAMSULOSINE TEVA LP 0,4 MG CPR 30"
3400922133263,"LETROZOLE ACTAVIS 2,5 MG CPR 30"
3400922133324,"LETROZOLE ACTAVIS 2,5 MG CPR 30"
3400922134215,LEVOCETIRIZINE ZENTIVA 5 MG CPR 28
3400922134673,ATORVASTATINE ARROW 10 MG CPR 30
3400922135045,ATORVASTATINE ARROW 10 MG CPR 90
3400922135335,ATORVASTATINE ARROW 20 MG CPR 30
3400922135793,ATORVASTATINE ARROW 20 MG CPR 90
3400922135854,LEVETIRACETAM ARROW 1000 MG CPR 60
3400922136165,"LETROZOLE EVOLUGEN 2,5 MG CPR 30"
3400922136745,ATORVASTATINE ARROW 40 MG CPR 30
3400922137056,ATORVASTATINE ARROW 40 MG CPR 90
3400922137285,ROPINIROLE EG LP 2 MG CPR 28
3400922137926,ROPINIROLE ZENTIVA LP 2 MG CPR 28
3400922138466,ROPINIROLE ZENTIVA LP 4 MG CPR 28
3400922139128,ROPINIROLE ZENTIVA LP 8 MG CPR 28
3400922139418,"LATANOPROST ZYDUS 50 MCG/ML COLLYRE FL 1/2,5 ML"
3400922139586,"LATANOPROST ZYDUS 50 MCG/ML COLLYRE FL 3/2,5 ML"
3400922139876,"VALSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 80 MG/12,5 MG CPR 30"
3400922140247,"VALSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 80 MG/12,5 MG CPR 90"
3400922141428,VALSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 160 MG/25 MG CPR 30
3400922141886,VALSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 160 MG/25 MG CPR 90
3400922142609,KETOPROFENE EG LP 100 MG CPR SEC 20
3400922142838,KETOPROFENE TEVA LP 100 MG CPR SEC 20
3400922143149,KETOPROFENE ARROW LP 100 MG CPR SEC 20
3400922143378,KETOPROFENE BIOGARAN LP 100 MG CPR SEC 20
3400922144320,"OLANZAPINE CRISTERS 7,5 MG CPR 28"
3400922144498,OLANZAPINE CRISTERS 5 MG CPR 28
3400922144559,OLANZAPINE CRISTERS 10 MG CPR 28
3400922145389,ATORVASTATINE ARROW 80 MG CPR 30
3400922145679,ATORVASTATINE ARROW 80 MG CPR 90
3400922146850,ESOMEPRAZOLE ACTAVIS 20 MG GELULE GASTRORESISTANTE 28
3400922148922,"FOSINOPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 MG/12,5 MG CPR SEC 30"
3400922152134,MELDASPIN Gé 500 MG CPR 90
3400922152363,MELDASPIN Gé 850 MG CPR 90
3400922153025,"LATANOPROST MYLAN PHARMA 0,005 % COLLYRE FL 1/2,5 ML"
3400922153193,"LATANOPROST MYLAN PHARMA 0,005 % COLLYRE FL 3/2,5 ML"
3400922158167,ATORVASTATINE RANBAXY PHARMACIE 80 MG CPR 28
3400922158808,ATORVASTATINE RANBAXY PHARMACIE 80 MG CPR 90
3400922159287,"RAMIPRIL/HYDROCHLOROTHIAZIDE ACTAVIS 5 MG/12,5 MG CPR 30"
3400922159577,"RAMIPRIL/HYDROCHLOROTHIAZIDE ACTAVIS 5 MG/12,5 MG CPR 90"
3400922160009,"RAMIPRIL/HYDROCHLOROTHIAZIDE EG 5 MG/12,5 MG CPR 30"
3400922160528,CETIRIZINE ISOMED 10 MG CPR SEC 15
3400922161068,CETIRIZINE PHR LAB 10 MG CPR SEC 15
3400922161297,IRBESARTAN ZENTIVA 75 MG CPR 30
3400922161358,IRBESARTAN ZENTIVA 75 MG CPR 90
3400922161419,IRBESARTAN ZENTIVA 150 MG CPR 30
3400922161587,IRBESARTAN ZENTIVA 150 MG CPR 90
3400922161648,IRBESARTAN ZENTIVA 300 MG CPR 30
3400922161709,IRBESARTAN ZENTIVA 300 MG CPR 90
3400922161938,IRBESARTAN TEVA 75 MG CPR 30
3400922162300,IRBESARTAN TEVA 75 MG CPR 90
3400922162997,IRBESARTAN TEVA 150 MG CPR 30
3400922163079,IRBESARTAN BIOGARAN 75 MG CPR 30
3400922163949,IRBESARTAN BIOGARAN 75 MG CPR 90
3400922164199,IRBESARTAN TEVA 150 MG CPR 90
3400922164489,IRBESARTAN TEVA 300 MG CPR 30
3400922165141,IRBESARTAN TEVA 300 MG CPR 90
3400922165660,IRBESARTAN BIOGARAN 150 MG CPR 30
3400922166261,IRBESARTAN BIOGARAN 150 MG CPR 90
3400922167152,IRBESARTAN BIOGARAN 300 MG CPR 30
3400922167381,"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 150 MG/12,5 MG CPR 30"
3400922167961,IRBESARTAN BIOGARAN 300 MG CPR 90
3400922168043,"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 150 MG/12,5 MG CPR 90"
3400922168562,"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/12,5 MG CPR 30"
3400922168852,"IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/12,5 MG CPR 90"
3400922169163,IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/25 MG CPR 30
3400922169453,IRBESARTAN/HYDROCHLOROTHIAZIDE TEVA 300 MG/25 MG CPR 90
3400922174716,"LATANOPROST/TIMOLOL SANDOZ 50 MCG/5 MG/ML COLLYRE FL 1/2,5 ML"
3400922176208,"TAMSULOSINE RATIOPHARM LP 0,4 MG GELULE 30"
3400922178967,OPTILOVA 20 MCG/100 MCG CPR 28
3400922179049,OPTILOVA 20 MCG/100 MCG CPR 84
3400922179339,LEVOCETIRIZINE KRKA 5 MG CPR 14
3400922179629,LEVOCETIRIZINE KRKA 5 MG CPR 28
3400922180397,LEVOCETIRIZINE KRKA 5 MG CPR 28
3400922182988,RALOXIFENE EG 60 MG CPR 28
3400922183121,RALOXIFENE EG 60 MG CPR 84
3400922183350,"ZOLMITRIPTAN SANDOZ 2,5 MG CPR 6"
3400922183411,"ZOLMITRIPTAN SANDOZ 2,5 MG CPR 12"
3400922183589,ATORVASTATINE ALMUS 10 MG CPR 90
3400922183640,ATORVASTATINE ALMUS 20 MG CPR 90
3400922183701,ATORVASTATINE ALMUS 40 MG CPR 90
3400922183879,ATORVASTATINE ALMUS 80 MG CPR 90
3400922189505,"RIVASTIGMINE ACTAVIS 1,5 MG GELULE 28"
3400922189673,"RIVASTIGMINE ACTAVIS 1,5 MG GELULE 56"
3400922189734,RIVASTIGMINE ACTAVIS 3 MG GELULE 28
3400922189963,RIVASTIGMINE ACTAVIS 3 MG GELULE 56
3400922190044,"RIVASTIGMINE ACTAVIS 4,5 MG GELULE 28"
3400922190105,"RIVASTIGMINE ACTAVIS 4,5 MG GELULE 56"
3400922190273,RIVASTIGMINE ACTAVIS 6 MG GELULE 28
3400922190334,RIVASTIGMINE ACTAVIS 6 MG GELULE 56
3400922190563,ATORVASTATINE ZYDUS FRANCE 10 MG CPR 90
3400922190624,ATORVASTATINE ZYDUS FRANCE 20 MG CPR 90
3400922190792,REBIF 22 MCG SOL INJ STYLO 12
3400922190853,ATORVASTATINE ZYDUS FRANCE 40 MG CPR 90
3400922190914,REBIF 44 MCG SOL INJ STYLO 12
3400922191164,"REBIF 8,8 MCG/22 MCG SOL INJ STYLO 6/8,8 MCG + 6/22 MCG"
3400922191225,ATORVASTATINE ZYDUS FRANCE 80 MG CPR 90
3400922191393,"IRBESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 150 MG/12,5 MG CPR 30"
3400922191454,"IRBESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 150 MG/12,5 MG CPR 90"
3400922191515,"IRBESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 300 MG/12,5 MG CPR 30"
